


   t (Gyr) =  0.001
-----------------------------------------------------------------------------------------
    M/Ms	Teff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
  0.8500  4772.   -0.53   4.56  55.89  0.0000  0.3290       4.950       4.353       4.225
  0.9000  4942.   -0.41   4.53  59.67  0.0000  0.5290       4.950       4.353       4.225
  0.9500  5116.   -0.30   4.49  63.61  0.0000  0.6850       4.163       3.721       3.626
  1.0000  5263.   -0.19   4.46  67.64  0.0000  0.7890       3.954       3.546       3.458
  1.0500  5396.   -0.09   4.43  72.19  0.0000  0.8560       3.747       3.370       3.285
  1.1000  5539.    0.01   4.39  77.17  0.0000  0.9020       3.537       3.187       3.108
  1.1500  5695.    0.11   4.35  82.10  0.0000  0.9330       3.336       3.013       2.940
  1.2000  5868.    0.21   4.33  86.67  0.0000  0.9550       3.149       2.854       2.787
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.080
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   255.   -7.30   3.01   8.09  1.0000  1.0000      23.941      23.273      33.105
  0.0010   331.   -6.83   3.29   8.25  1.0000  1.0000      21.464      21.243      27.500
  0.0020   446.   -6.29   3.57   8.44  1.0000  1.0000      19.434      19.025      22.050
  0.0030   522.   -6.01   3.74   8.54  1.0000  1.0000      18.298      17.909      19.805
  0.0040   595.   -5.77   3.86   8.57  1.0000  1.0000      17.398      17.102      18.300
  0.0050   668.   -5.57   3.96   8.58  1.0000  1.0000      16.761      16.479      17.187
  0.0060   738.   -5.40   4.04   8.56  1.0000  1.0000      16.223      15.975      16.253
  0.0070   801.   -5.26   4.11   8.53  1.0000  1.0000      15.782      15.583      15.531
  0.0080   875.   -5.11   4.17   8.51  1.0000  1.0000      15.338      15.162      14.901
  0.0090   946.   -4.98   4.22   8.49  1.0000  1.0000      14.955      14.783      14.407
  0.0100  1022.   -4.84   4.27   8.49  0.9850  1.0000      14.569      14.388      13.951
  0.0120  1397.   -4.24   4.28   9.14  0.5850  1.0000      12.997      12.626      12.317
  0.0150  1536.   -4.08   4.38   9.06  0.0001  1.0000      12.578      12.187      11.893
  0.0200  1671.   -3.96   4.54   8.78  0.0000  1.0000      12.262      11.866      11.564
  0.0300  2066.   -3.55   4.68   9.16  0.0000  1.0000      11.294      10.877      10.507
  0.0400  2349.   -3.28   4.75   9.72  0.0000  1.0000      10.706      10.250       9.890
  0.0500  2552.   -3.07   4.78  10.44  0.0000  1.0000      10.272       9.800       9.459
  0.0600  2691.   -2.92   4.81  11.14  0.0000  0.9890       9.960       9.478       9.150
  0.0700  2792.   -2.80   4.82  11.90  0.0000  0.8940       9.700       9.211       8.893
  0.0720  2809.   -2.78   4.82  12.05  0.0000  0.8510       9.653       9.163       8.847
  0.0750  2833.   -2.75   4.81  12.36  0.0000  0.7830       9.571       9.080       8.766
  0.0800  2867.   -2.70   4.82  12.69  0.0000  0.5480       9.476       8.983       8.672
  0.0900  2925.   -2.62   4.82  13.43  0.0000  0.0788       9.288       8.791       8.486
  0.1000  2973.   -2.54   4.82  14.17  0.0000  0.0003       9.118       8.617       8.318
  0.1100  3067.   -2.48   4.85  14.35  0.0000  0.0046       9.000       8.489       8.196
  0.1300  3141.   -2.36   4.85  15.62  0.0000  0.0001       8.742       8.223       7.936
  0.1500  3204.   -2.27   4.85  16.77  0.0000  0.0000       8.519       7.994       7.715
  0.1750  3255.   -2.17   4.84  18.25  0.0000  0.0000       8.279       7.747       7.475
  0.2000  3301.   -2.08   4.84  19.65  0.0000  0.0000       8.070       7.532       7.265
  0.2500  3370.   -1.93   4.82  22.28  0.0000  0.0000       7.725       7.173       6.913
  0.3000  3418.   -1.82   4.81  24.74  0.0000  0.0000       7.447       6.885       6.631
  0.3500  3466.   -1.71   4.80  27.07  0.0000  0.0000       7.205       6.632       6.382
  0.4000  3516.   -1.62   4.79  29.39  0.0000  0.0000       6.977       6.392       6.147
  0.4500  3565.   -1.52   4.76  32.06  0.0000  0.0000       6.742       6.143       5.903
  0.5000  3627.   -1.41   4.74  34.90  0.0000  0.0000       6.500       5.882       5.650
  0.5700  3784.   -1.23   4.68  39.58  0.0000  0.0000       6.084       5.418       5.212
  0.6000  3891.   -1.14   4.66  41.80  0.0000  0.0000       5.872       5.180       4.993
  0.6200  3978.   -1.07   4.64  43.29  0.0000  0.0000       5.726       5.022       4.848
  0.7000  4351.   -0.81   4.60  48.38  0.0000  0.0021       5.239       4.594       4.445
  0.7500  4478.   -0.75   4.61  49.24  0.0000  0.0285       5.111       4.495       4.359
  0.8000  4605.   -0.65   4.59  52.02  0.0000  0.1400       5.111       4.495       4.359
  0.8500  4769.   -0.53   4.56  55.85  0.0000  0.3290       5.111       4.495       4.359
  0.9000  4945.   -0.41   4.52  59.76  0.0000  0.5290       5.111       4.495       4.359
  0.9500  5117.   -0.29   4.49  63.68  0.0000  0.6850       4.160       3.719       3.624
  1.0000  5261.   -0.19   4.46  67.70  0.0000  0.7890       3.953       3.544       3.456
  1.0500  5405.   -0.09   4.42  72.40  0.0000  0.8560       3.736       3.361       3.277
  1.1000  5550.    0.01   4.39  77.28  0.0000  0.9020       3.529       3.181       3.103
  1.1500  5706.    0.12   4.35  82.13  0.0000  0.9330       3.331       3.010       2.937
  1.2000  5876.    0.21   4.33  86.68  0.0000  0.9550       3.146       2.852       2.785
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.090
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   246.   -7.37   3.01   8.01  1.0000  1.0000      24.256      23.526      33.937
  0.0010   322.   -6.88   3.29   8.21  1.0000  1.0000      21.625      21.442      28.082
  0.0020   433.   -6.34   3.58   8.39  1.0000  1.0000      19.628      19.233      22.514
  0.0030   503.   -6.08   3.74   8.49  1.0000  1.0000      18.540      18.130      20.244
  0.0040   582.   -5.82   3.86   8.53  1.0000  1.0000      17.557      17.249      18.596
  0.0050   645.   -5.64   3.96   8.51  1.0000  1.0000      16.969      16.686      17.578
  0.0060   712.   -5.47   4.04   8.50  1.0000  1.0000      16.421      16.160      16.594
  0.0070   777.   -5.32   4.11   8.47  1.0000  1.0000      15.972      15.761      15.852
  0.0080   841.   -5.19   4.17   8.44  1.0000  1.0000      15.563      15.384      15.239
  0.0090   911.   -5.05   4.23   8.42  1.0000  1.0000      15.152      14.990      14.662
  0.0100   989.   -4.91   4.27   8.42  0.9850  1.0000      14.742      14.575      14.159
  0.0120  1366.   -4.28   4.29   9.05  0.5550  1.0000      13.115      12.765      12.445
  0.0150  1460.   -4.19   4.41   8.83  0.0000  1.0000      12.858      12.500      12.221
  0.0200  1615.   -4.04   4.55   8.61  0.0000  1.0000      12.442      12.064      11.789
  0.0300  2023.   -3.61   4.70   8.95  0.0000  1.0000      11.428      11.015      10.653
  0.0400  2311.   -3.33   4.77   9.46  0.0000  1.0000      10.820      10.367      10.007
  0.0500  2521.   -3.12   4.81  10.10  0.0000  0.9990      10.381       9.911       9.569
  0.0600  2669.   -2.97   4.84  10.76  0.0000  0.9790      10.061       9.579       9.251
  0.0700  2778.   -2.84   4.85  11.52  0.0000  0.8180       9.786       9.297       8.979
  0.0720  2796.   -2.82   4.85  11.64  0.0000  0.7370       9.743       9.252       8.936
  0.0750  2821.   -2.79   4.85  11.91  0.0000  0.6090       9.665       9.173       8.859
  0.0800  2856.   -2.74   4.85  12.22  0.0000  0.2860       9.569       9.074       8.764
  0.0900  2917.   -2.66   4.85  12.92  0.0000  0.0042       9.379       8.881       8.577
  0.1000  2966.   -2.58   4.86  13.60  0.0000  0.0000       9.215       8.714       8.415
  0.1100  3059.   -2.51   4.88  13.84  0.0000  0.0008       9.086       8.575       8.282
  0.1300  3135.   -2.40   4.88  15.06  0.0000  0.0000       8.827       8.308       8.021
  0.1500  3202.   -2.30   4.88  16.17  0.0000  0.0000       8.601       8.076       7.797
  0.1750  3254.   -2.20   4.87  17.60  0.0000  0.0000       8.361       7.830       7.556
  0.2000  3300.   -2.11   4.87  18.94  0.0000  0.0000       8.151       7.614       7.347
  0.2500  3371.   -1.96   4.86  21.47  0.0000  0.0000       7.804       7.254       6.994
  0.3000  3421.   -1.85   4.85  23.84  0.0000  0.0000       7.526       6.966       6.711
  0.3500  3468.   -1.74   4.83  26.22  0.0000  0.0000       7.272       6.701       6.451
  0.4000  3520.   -1.64   4.81  28.54  0.0000  0.0000       7.038       6.454       6.208
  0.4500  3574.   -1.53   4.78  31.30  0.0000  0.0000       6.786       6.188       5.948
  0.5000  3641.   -1.42   4.75  34.30  0.0000  0.0000       6.525       5.906       5.675
  0.5700  3824.   -1.22   4.69  39.16  0.0000  0.0000       6.073       5.400       5.201
  0.6000  3947.   -1.12   4.67  41.33  0.0000  0.0000       5.852       5.155       4.976
  0.6200  4040.   -1.05   4.65  42.70  0.0000  0.0000       5.722       5.035       4.859
  0.7000  4296.   -0.88   4.64  46.26  0.0000  0.0021       5.375       4.723       4.568
  0.7500  4433.   -0.78   4.63  48.57  0.0000  0.0284       5.172       4.546       4.405
  0.8000  4603.   -0.65   4.59  52.06  0.0000  0.1400       5.172       4.546       4.405
  0.8500  4770.   -0.53   4.56  55.98  0.0000  0.3290       5.172       4.546       4.405
  0.9000  4948.   -0.41   4.52  59.80  0.0000  0.5290       5.172       4.546       4.405
  0.9500  5116.   -0.29   4.49  63.73  0.0000  0.6850       4.159       3.718       3.622
  1.0000  5263.   -0.19   4.46  67.80  0.0000  0.7890       3.949       3.541       3.452
  1.0500  5411.   -0.08   4.42  72.53  0.0000  0.8560       3.730       3.356       3.271
  1.1000  5560.    0.02   4.39  77.39  0.0000  0.9020       3.522       3.175       3.097
  1.1500  5713.    0.12   4.35  82.17  0.0000  0.9330       3.327       3.007       2.934
  1.2000  5882.    0.22   4.33  86.68  0.0000  0.9550       3.143       2.851       2.784
-----------------------------------------------------------------------------------------



   t (Gyr) =  0.100
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0005   240.   -7.42   3.02   7.96  1.0000  1.0000      24.493      23.717      34.559
  0.0010   309.   -6.96   3.30   8.15  1.0000  1.0000      21.840      21.710      28.864
  0.0020   425.   -6.38   3.58   8.36  1.0000  1.0000      19.758      19.373      22.826
  0.0030   493.   -6.11   3.75   8.46  1.0000  1.0000      18.674      18.271      20.565
  0.0040   563.   -5.88   3.87   8.48  1.0000  1.0000      17.797      17.473      19.042
  0.0050   630.   -5.69   3.97   8.48  1.0000  1.0000      17.109      16.824      17.841
  0.0060   688.   -5.53   4.05   8.44  1.0000  1.0000      16.622      16.354      16.957
  0.0070   760.   -5.36   4.12   8.42  1.0000  1.0000      16.105      15.886      16.080
  0.0080   816.   -5.25   4.18   8.38  1.0000  1.0000      15.732      15.550      15.493
  0.0090   886.   -5.10   4.23   8.37  1.0000  1.0000      15.306      15.145      14.881
  0.0100   953.   -4.98   4.28   8.35  0.9850  1.0000      14.943      14.785      14.420
  0.0120  1335.   -4.33   4.30   8.96  0.5300  1.0000      13.233      12.904      12.573
  0.0150  1399.   -4.28   4.42   8.66  0.0000  1.0000      13.085      12.760      12.477
  0.0200  1561.   -4.11   4.57   8.46  0.0000  1.0000      12.629      12.275      12.019
  0.0300  1979.   -3.67   4.72   8.75  0.0000  1.0000      11.564      11.157      10.806
  0.0400  2270.   -3.39   4.80   9.20  0.0000  1.0000      10.940      10.492      10.133
  0.0500  2493.   -3.17   4.84   9.82  0.0000  0.9990      10.477      10.009       9.666
  0.0600  2648.   -3.01   4.86  10.45  0.0000  0.9650      10.148       9.667       9.339
  0.0700  2762.   -2.88   4.87  11.14  0.0000  0.6950       9.875       9.385       9.067
  0.0720  2782.   -2.86   4.88  11.28  0.0000  0.5810       9.825       9.335       9.018
  0.0750  2809.   -2.82   4.87  11.52  0.0000  0.4000       9.749       9.256       8.942
  0.0800  2846.   -2.78   4.88  11.83  0.0000  0.0941       9.651       9.156       8.846
  0.0900  2910.   -2.69   4.88  12.50  0.0000  0.0000       9.460       8.961       8.657
  0.1000  2960.   -2.62   4.89  13.12  0.0000  0.0000       9.299       8.797       8.498
  0.1100  3051.   -2.55   4.91  13.34  0.0000  0.0001       9.173       8.662       8.369
  0.1300  3129.   -2.43   4.91  14.52  0.0000  0.0000       8.913       8.394       8.106
  0.1500  3199.   -2.33   4.91  15.67  0.0000  0.0000       8.672       8.147       7.868
  0.1750  3253.   -2.23   4.90  17.05  0.0000  0.0000       8.431       7.900       7.626
  0.2000  3299.   -2.14   4.90  18.35  0.0000  0.0000       8.221       7.685       7.417
  0.2500  3372.   -1.99   4.88  20.81  0.0000  0.0000       7.872       7.324       7.063
  0.3000  3424.   -1.87   4.87  23.10  0.0000  0.0000       7.593       7.034       6.778
  0.3500  3471.   -1.77   4.86  25.40  0.0000  0.0000       7.339       6.770       6.519
  0.4000  3525.   -1.66   4.83  27.86  0.0000  0.0000       7.087       6.505       6.259
  0.4500  3583.   -1.55   4.80  30.58  0.0000  0.0000       6.828       6.230       5.990
  0.5000  3658.   -1.43   4.77  33.74  0.0000  0.0000       6.546       5.925       5.696
  0.5700  3864.   -1.22   4.70  38.69  0.0000  0.0000       6.066       5.387       5.193
  0.6000  3987.   -1.12   4.68  40.58  0.0000  0.0000       5.861       5.163       4.988
  0.6200  4063.   -1.06   4.67  41.92  0.0000  0.0000       5.752       5.077       4.898
  0.7000  4246.   -0.91   4.65  45.51  0.0000  0.0020       5.447       4.792       4.630
  0.7500  4426.   -0.78   4.63  48.55  0.0000  0.0283       5.178       4.550       4.409
  0.8000  4603.   -0.65   4.59  52.19  0.0000  0.1400       5.178       4.550       4.409
  0.8500  4771.   -0.53   4.56  56.01  0.0000  0.3290       5.178       4.550       4.409
  0.9000  4950.   -0.41   4.52  59.84  0.0000  0.5280       5.178       4.550       4.409
  0.9500  5116.   -0.29   4.49  63.76  0.0000  0.6850       4.158       3.717       3.621
  1.0000  5265.   -0.19   4.46  67.86  0.0000  0.7890       3.946       3.538       3.450
  1.0500  5420.   -0.08   4.42  72.64  0.0000  0.8560       3.723       3.350       3.266
  1.1000  5568.    0.02   4.39  77.45  0.0000  0.9020       3.517       3.172       3.094
